DATE,City,Temperature_C,Humidity_pct,Wind_Speed_ms,Rainfall_3day,Rainfall_7day,Rainfall_14day,Rainfall_cumsum7,Month,Is_Monsoon,Flood,Flash_Flood
2024-10-27,Kota Bharu,28.13,82.61,2.63,4.133333333333322,2.210000000000007,4.465714285714284,15.47000000000005,10,0,0,0
2024-10-28,Kota Bharu,28.89,80.71,2.14,3.893333333333322,2.6585714285714355,4.587857142857142,18.61000000000005,10,0,0,0
2024-10-29,Kota Bharu,28.64,81.97,1.96,4.306666666666655,3.400000000000007,4.319999999999999,23.80000000000005,10,0,0,0
2024-10-30,Kota Bharu,28.73,79.66,2.15,4.0399999999999885,3.838571428571436,4.44642857142857,26.87000000000005,10,0,0,0
2024-10-31,Kota Bharu,28.6,81.81,2.29,3.7633333333333217,3.8414285714285774,3.319285714285713,26.89000000000005,10,0,0,0
2024-11-01,Kota Bharu,28.19,83.01,2.53,2.663333333333322,3.5628571428571503,2.873571428571428,24.94000000000005,11,1,0,0
2024-11-02,Kota Bharu,28.25,83.5,2.16,1.8733333333333213,3.1700000000000066,2.624285714285713,22.190000000000047,11,1,0,0
2024-11-03,Kota Bharu,28.15,82.07,1.51,2.2599999999999887,3.038571428571436,2.624285714285713,21.27000000000005,11,1,0,0
2024-11-04,Kota Bharu,27.41,86.57,2.13,5.596666666666656,4.29285714285715,3.4757142857142846,30.05000000000005,11,1,0,0
2024-11-05,Kota Bharu,27.67,80.93,1.66,9.58333333333332,5.431428571428579,4.415714285714285,38.02000000000005,11,1,0,0
2024-11-06,Kota Bharu,27.78,83.26,1.79,10.616666666666656,5.857142857142864,4.847857142857142,41.00000000000005,11,1,0,0
2024-11-07,Kota Bharu,27.78,86.18,2.5,8.773333333333323,6.440000000000007,5.140714285714284,45.08000000000005,11,1,0,0
2024-11-08,Kota Bharu,27.77,85.11,2.08,10.646666666666656,8.85285714285715,6.207857142857142,61.97000000000005,11,1,0,0
2024-11-09,Kota Bharu,27.11,86.76,2.28,13.896666666666656,11.010000000000009,7.089999999999999,77.07000000000005,11,1,0,0
2024-11-10,Kota Bharu,27.5,86.83,2.27,13.289999999999988,11.167142857142863,7.102857142857141,78.17000000000004,11,1,0,0
2024-11-11,Kota Bharu,27.79,85.3,2.02,8.823333333333322,10.235714285714296,7.264285714285713,71.65000000000006,11,1,0,0
2024-11-12,Kota Bharu,28.31,81.27,1.43,4.323333333333321,8.755714285714292,7.093571428571428,61.29000000000005,11,1,0,0
2024-11-13,Kota Bharu,28.09,80.55,1.26,3.3233333333333217,8.041428571428579,6.949285714285713,56.29000000000005,11,1,0,0
2024-11-14,Kota Bharu,28.2,79.58,1.49,2.9433333333333214,7.737142857142864,7.088571428571427,54.160000000000046,11,1,0,0
2024-11-15,Kota Bharu,28.05,83.06,1.86,3.866666666666655,5.850000000000007,7.35142857142857,40.950000000000045,11,1,0,0
2024-11-16,Kota Bharu,27.71,87.96,2.33,6.006666666666656,4.660000000000006,7.834999999999999,32.62000000000005,11,1,0,0
2024-11-17,Kota Bharu,27.83,84.53,2.17,6.193333333333322,4.695714285714294,7.931428571428571,32.870000000000054,11,1,0,0
2024-11-18,Kota Bharu,28.1,82.12,3.37,7.276666666666656,5.187142857142865,7.711428571428571,36.31000000000005,11,1,0,0
2024-11-19,Kota Bharu,27.48,87.18,3.24,12.553333333333322,8.187142857142863,8.47142857142857,57.310000000000045,11,1,0,0
2024-11-20,Kota Bharu,27.21,88.29,3.17,29.70333333333332,16.00142857142858,12.02142857142857,112.01000000000003,11,1,1,0
2024-11-21,Kota Bharu,27.7,86.6,3.09,51.76666666666665,26.111428571428576,16.924285714285713,182.78000000000003,11,1,1,0
2024-11-22,Kota Bharu,27.19,84.86,3.57,71.14999999999999,37.02285714285715,21.43642857142857,259.16,11,1,1,1
2024-11-23,Kota Bharu,27.27,88.05,3.09,66.81666666666665,42.06285714285715,23.36142857142857,294.44000000000005,11,1,0,0
2024-11-24,Kota Bharu,26.96,90.99,3.18,56.37333333333331,47.61714285714287,26.15642857142857,333.32000000000005,11,1,0,0
2024-11-25,Kota Bharu,27.13,90.75,3.41,52.38999999999999,56.35714285714285,30.772142857142857,394.5,11,1,1,0
2024-11-26,Kota Bharu,27.66,88.8,3.6,86.35666666666664,73.69285714285715,40.94,515.85,11,1,1,1
2024-11-27,Kota Bharu,27.28,90.51,4.26,124.12,88.08142857142857,52.04142857142857,616.57,11,1,1,1
2024-11-28,Kota Bharu,27.04,90.89,5.22,147.94999999999996,97.57857142857142,61.845000000000006,683.05,11,1,1,1
2024-11-29,Kota Bharu,26.83,89.92,4.63,127.98333333333332,98.05,67.53642857142856,686.35,11,1,1,1
2024-11-30,Kota Bharu,26.42,89.55,3.6,85.49333333333333,96.08571428571427,69.07428571428571,672.6,11,1,0,0
2024-12-01,Kota Bharu,26.61,89.75,2.78,49.286666666666655,94.54142857142855,71.07928571428572,661.79,12,1,0,0
2024-12-02,Kota Bharu,27.31,84.8,1.55,22.45999999999999,85.22285714285715,70.78999999999999,596.5600000000001,12,1,0,0
2024-12-03,Kota Bharu,26.69,88.28,2.02,18.44666666666666,66.98142857142858,70.33714285714287,468.87000000000006,12,1,0,0
2024-12-04,Kota Bharu,26.23,90.94,1.66,15.783333333333324,48.111428571428576,68.09642857142856,336.78000000000003,12,1,0,0
2024-12-05,Kota Bharu,26.82,88.06,1.91,14.966666666666656,28.23000000000001,62.90428571428571,197.61000000000007,12,1,0,0
2024-12-06,Kota Bharu,26.88,89.0,1.91,11.026666666666657,16.857142857142865,57.45357142857142,118.00000000000006,12,1,0,0
2024-12-07,Kota Bharu,27.37,88.26,2.0,7.949999999999991,14.878571428571435,55.48214285714285,104.15000000000006,12,1,0,0
2024-12-08,Kota Bharu,27.22,89.19,3.05,10.546666666666658,11.627142857142866,53.08428571428571,81.39000000000006,12,1,0,0
2024-12-09,Kota Bharu,26.64,90.68,2.3,27.50666666666666,19.02000000000001,52.121428571428574,133.14000000000007,12,1,1,0
2024-12-10,Kota Bharu,26.56,90.87,2.88,29.78333333333332,19.737142857142864,43.35928571428571,138.16000000000005,12,1,0,0
2024-12-11,Kota Bharu,26.93,89.33,2.98,29.646666666666658,17.568571428571435,32.84,122.98000000000005,12,1,0,0
2024-12-12,Kota Bharu,26.3,92.99,3.6,20.63999999999999,21.45142857142858,24.840714285714284,150.16000000000005,12,1,0,0
2024-12-13,Kota Bharu,26.5,87.93,2.4,23.553333333333324,25.105714285714296,20.981428571428573,175.74000000000007,12,1,0,0
2024-12-14,Kota Bharu,26.79,90.92,3.22,27.169999999999987,25.80571428571429,20.342142857142854,180.64000000000007,12,1,0,0
2024-12-15,Kota Bharu,26.7,91.28,3.21,21.70333333333332,26.23285714285715,18.93,183.63000000000005,12,1,0,0
2024-12-16,Kota Bharu,26.5,90.85,3.61,18.56666666666666,21.27428571428572,20.147142857142857,148.92000000000004,12,1,0,0
2024-12-17,Kota Bharu,26.87,88.28,3.8,15.423333333333323,19.65142857142858,19.694285714285712,137.56000000000006,12,1,0,0
2024-12-18,Kota Bharu,26.77,87.99,3.4,13.513333333333325,19.318571428571435,18.443571428571428,135.23000000000005,12,1,0,0
2024-12-19,Kota Bharu,26.46,87.73,2.25,9.913333333333323,16.677142857142865,19.06428571428572,116.74000000000004,12,1,0,0
2024-12-20,Kota Bharu,26.33,87.47,2.26,10.889999999999992,14.224285714285724,19.665,99.57000000000006,12,1,0,0
2024-12-21,Kota Bharu,26.29,85.82,3.12,11.133333333333324,12.445714285714292,19.125714285714285,87.12000000000005,12,1,0,0
2024-12-22,Kota Bharu,26.26,83.87,2.76,7.583333333333324,10.625714285714292,18.429285714285715,74.38000000000005,12,1,0,0
2024-12-23,Kota Bharu,26.15,80.73,2.36,2.95999999999999,7.535714285714294,14.404999999999998,52.75000000000006,12,1,0,0
2024-12-24,Kota Bharu,26.06,81.26,2.62,0.4599999999999906,6.032857142857151,12.842142857142855,42.23000000000005,12,1,0,0
2024-12-25,Kota Bharu,26.43,80.89,2.58,1.2466666666666573,5.368571428571436,12.343571428571426,37.580000000000055,12,1,0,0
2024-12-26,Kota Bharu,26.59,81.75,1.81,1.2599999999999905,3.827142857142865,10.252142857142854,26.790000000000056,12,1,0,0
2024-12-27,Kota Bharu,27.13,85.18,1.83,1.9866666666666568,2.217142857142865,8.220714285714283,15.520000000000056,12,1,0,0
2024-12-28,Kota Bharu,26.75,88.55,3.2,2.946666666666657,1.860000000000008,7.152857142857141,13.020000000000056,12,1,0,0
2024-12-29,Kota Bharu,26.86,86.79,4.39,5.896666666666657,3.1042857142857225,6.8649999999999975,21.730000000000057,12,1,0,0
2024-12-30,Kota Bharu,26.36,85.35,2.85,5.57999999999999,3.340000000000008,5.4378571428571405,23.380000000000056,12,1,0,0
2024-12-31,Kota Bharu,26.18,83.95,1.82,3.906666666666657,3.337142857142865,4.684999999999997,23.360000000000056,12,1,0,0
2025-01-01,Kota Bharu,26.69,83.22,2.28,0.92999999999999,2.968571428571437,4.168571428571426,20.78000000000005,1,1,0,0
2025-01-02,Kota Bharu,27.33,79.47,2.05,0.3533333333333233,2.9514285714285795,3.389285714285712,20.660000000000057,1,1,0,0
2025-01-03,Kota Bharu,27.15,81.45,2.32,0.3866666666666566,2.65142857142858,2.434285714285712,18.56000000000006,1,1,0,0
2025-01-04,Kota Bharu,26.7,85.36,2.42,5.423333333333324,4.030000000000008,2.944999999999998,28.210000000000058,1,1,0,0
2025-01-05,Kota Bharu,26.6,87.08,3.08,7.883333333333323,3.802857142857151,3.453571428571426,26.62000000000005,1,1,0,0
2025-01-06,Kota Bharu,26.48,85.82,2.68,10.926666666666655,4.942857142857151,4.14142857142857,34.60000000000006,1,1,0,0
2025-01-07,Kota Bharu,26.56,80.96,2.24,7.413333333333323,5.532857142857151,4.434999999999998,38.73000000000005,1,1,0,0
2025-01-08,Kota Bharu,26.55,80.57,2.17,5.059999999999991,5.572857142857151,4.270714285714284,39.010000000000055,1,1,0,0
2025-01-09,Kota Bharu,26.16,84.66,2.13,2.1999999999999904,5.734285714285723,4.342857142857141,40.14000000000006,1,1,0,0
2025-01-10,Kota Bharu,25.72,86.64,3.06,12.976666666666658,10.928571428571436,6.789999999999998,76.50000000000006,1,1,0,0
2025-01-11,Kota Bharu,25.97,85.09,4.48,18.39999999999999,11.134285714285722,7.582142857142855,77.94000000000005,1,1,0,0
2025-01-12,Kota Bharu,25.78,85.46,4.98,22.99999999999999,12.21285714285715,8.00785714285714,85.49000000000005,1,1,0,0
2025-01-13,Kota Bharu,25.82,83.66,4.22,12.37999999999999,11.55142857142858,8.247142857142855,80.86000000000006,1,1,0,0
2025-01-14,Kota Bharu,25.92,83.83,3.55,8.213333333333324,11.477142857142864,8.504999999999999,80.34000000000005,1,1,0,0
2025-01-15,Kota Bharu,26.41,89.97,4.25,20.236666666666657,18.717142857142864,12.144999999999998,131.02000000000004,1,1,1,0
2025-01-16,Kota Bharu,26.59,87.29,4.91,23.59,20.71857142857144,13.226428571428569,145.03000000000003,1,1,0,0
2025-01-17,Kota Bharu,25.87,86.74,4.55,23.43,15.957142857142866,13.44285714285714,111.70000000000006,1,1,0,0
2025-01-18,Kota Bharu,25.77,85.33,3.81,7.546666666666657,14.065714285714291,12.599999999999998,98.46000000000004,1,1,0,0
2025-01-19,Kota Bharu,25.87,85.43,2.89,2.836666666666657,12.077142857142864,12.144999999999998,84.54000000000006,1,1,0,0
2025-01-20,Kota Bharu,25.46,86.07,2.67,1.956666666666657,11.490000000000007,11.520714285714282,80.43000000000005,1,1,0,0
2025-01-21,Kota Bharu,25.67,84.54,2.38,0.9166666666666572,10.938571428571436,11.20785714285714,76.57000000000005,1,1,0,0
2025-01-22,Kota Bharu,25.83,83.1,2.31,0.5699999999999905,3.648571428571437,11.18285714285714,25.540000000000056,1,1,0,0
2025-01-23,Kota Bharu,25.46,88.83,2.61,0.9999999999999906,1.8085714285714367,11.263571428571426,12.660000000000055,1,1,0,0
2025-01-24,Kota Bharu,25.91,89.67,2.86,3.766666666666657,2.51142857142858,9.234285714285711,17.58000000000006,1,1,0,0
2025-01-25,Kota Bharu,25.94,89.74,2.58,4.99999999999999,2.5571428571428654,8.31142857142857,17.90000000000006,1,1,0,0
2025-01-26,Kota Bharu,26.06,90.51,2.84,6.946666666666657,3.570000000000008,7.823571428571427,24.99000000000005,1,1,0,0
2025-01-27,Kota Bharu,25.6,82.45,4.33,4.779999999999991,3.72142857142858,7.605714285714284,26.050000000000058,1,1,0,0
2025-01-28,Kota Bharu,25.15,84.51,4.04,4.123333333333323,3.93142857142858,7.434999999999997,27.520000000000056,1,1,0,0
2025-01-29,Kota Bharu,24.93,83.73,3.7,1.8199999999999903,4.105714285714294,3.877142857142855,28.74000000000006,1,1,0,0
2025-01-30,Kota Bharu,24.81,81.04,2.33,1.0933333333333235,3.761428571428579,2.784999999999998,26.33000000000005,1,1,0,0
2025-01-31,Kota Bharu,24.92,77.81,1.8,0.4733333333333239,2.520000000000008,2.515714285714284,17.640000000000057,1,1,0,0
2025-02-01,Kota Bharu,25.89,65.96,1.27,0.0166666666666571,1.970000000000008,2.2635714285714266,13.790000000000056,2,0,0,0
2025-02-02,Kota Bharu,26.61,68.67,1.63,0.0066666666666571,0.7871428571428652,2.1785714285714266,5.510000000000057,2,0,0,0
2025-02-03,Kota Bharu,26.24,74.68,1.82,0.0,0.4714285714285795,2.0964285714285693,3.3000000000000567,2,0,0,0
2025-02-04,Kota Bharu,25.81,86.08,2.59,0.1466666666666572,0.2657142857142938,2.0985714285714265,1.860000000000057,2,0,0,0
2025-02-05,Kota Bharu,25.61,84.32,2.94,0.1899999999999905,0.0885714285714367,2.097142857142855,0.6200000000000568,2,0,0,0
2025-02-06,Kota Bharu,25.42,82.44,2.21,0.1933333333333238,0.0857142857142938,1.9235714285714265,0.6000000000000568,2,0,0,0
2025-02-07,Kota Bharu,25.31,82.87,2.25,0.0466666666666572,0.0828571428571509,1.3014285714285694,0.5800000000000568,2,0,0,0
2025-02-08,Kota Bharu,25.36,84.89,2.54,0.0099999999999905,0.0857142857142938,1.0278571428571408,0.6000000000000568,2,0,0,0
2025-02-09,Kota Bharu,25.5,84.05,2.78,0.0133333333333238,0.0885714285714367,0.4378571428571408,0.6200000000000568,2,0,0,0
2025-02-10,Kota Bharu,25.54,83.3,2.28,0.0133333333333238,0.0885714285714367,0.279999999999998,0.6200000000000568,2,0,0,0
2025-02-11,Kota Bharu,26.08,76.76,1.35,0.0066666666666571,0.0257142857142938,0.1457142857142837,0.1800000000000568,2,0,0,0
2025-02-12,Kota Bharu,26.47,75.22,1.19,0.0,0.0071428571428652,0.0478571428571408,0.0500000000000568,2,0,0,0
2025-02-13,Kota Bharu,26.89,78.85,1.54,0.0,0.0057142857142938,0.0457142857142836,0.0400000000000568,2,0,0,0
2025-02-14,Kota Bharu,26.75,85.0,1.91,0.0033333333333238,0.0071428571428652,0.0449999999999979,0.0500000000000568,2,0,0,0
2025-02-15,Kota Bharu,26.66,83.18,1.6,0.0133333333333238,0.0085714285714366,0.0471428571428551,0.0600000000000568,2,0,0,0
2025-02-16,Kota Bharu,26.54,82.04,2.11,0.0566666666666572,0.0242857142857224,0.0564285714285693,0.1700000000000568,2,0,0,0
2025-02-17,Kota Bharu,26.4,85.09,3.17,0.2666666666666572,0.1157142857142938,0.1021428571428551,0.8100000000000569,2,0,0,0
2025-02-18,Kota Bharu,26.51,84.28,2.93,0.3966666666666572,0.1757142857142938,0.1007142857142836,1.2300000000000568,2,0,0,0
2025-02-19,Kota Bharu,26.5,85.77,2.63,0.5066666666666572,0.2414285714285795,0.1242857142857122,1.6900000000000568,2,0,0,0
2025-02-20,Kota Bharu,26.24,87.68,3.04,1.0099999999999905,0.5485714285714367,0.2771428571428551,3.8400000000000567,2,0,0,0
2025-02-21,Kota Bharu,26.46,84.69,2.89,1.5299999999999905,0.8300000000000082,0.4185714285714265,5.810000000000057,2,0,0,0
2025-02-22,Kota Bharu,26.38,86.69,3.2,1.9999999999999905,1.092857142857151,0.5507142857142836,7.650000000000057,2,0,0,0
2025-02-23,Kota Bharu,26.19,90.52,3.52,6.863333333333324,3.4657142857142937,1.744999999999998,24.26000000000005,2,0,0,0
2025-02-24,Kota Bharu,26.31,88.15,4.77,12.103333333333325,5.90285714285715,3.009285714285712,41.32000000000005,2,0,0,0
2025-02-25,Kota Bharu,26.27,89.2,4.31,14.713333333333324,7.228571428571436,3.702142857142855,50.60000000000005,2,0,0,0
2025-02-26,Kota Bharu,26.22,88.42,4.42,9.87999999999999,7.48285714285715,3.8621428571428544,52.38000000000005,2,0,0,0
2025-02-27,Kota Bharu,26.47,87.43,3.92,4.51999999999999,7.407142857142865,3.977857142857141,51.85000000000005,2,0,0,0
2025-02-28,Kota Bharu,26.56,87.22,3.08,1.563333333333324,7.24285714285715,4.036428571428569,50.70000000000005,2,0,0,0
2025-03-01,Kota Bharu,26.5,82.41,2.56,0.8666666666666573,6.997142857142864,4.044999999999997,48.98000000000005,3,0,0,0
2025-03-02,Kota Bharu,26.3,80.38,2.14,0.3433333333333239,4.612857142857151,4.039285714285712,32.290000000000056,3,0,0,0
2025-03-03,Kota Bharu,26.24,80.13,1.91,0.0666666666666572,2.0842857142857225,3.9935714285714257,14.590000000000057,3,0,0,0
2025-03-04,Kota Bharu,26.81,84.37,1.77,0.0199999999999905,0.7000000000000082,3.964285714285712,4.900000000000057,3,0,0,0
2025-03-05,Kota Bharu,27.4,84.97,1.63,0.0199999999999905,0.3871428571428653,3.934999999999998,2.710000000000057,3,0,0,0
2025-03-06,Kota Bharu,27.18,85.6,2.18,0.0333333333333238,0.1614285714285795,3.784285714285712,1.1300000000000567,3,0,0,0
2025-03-07,Kota Bharu,27.1,83.84,2.03,0.5466666666666572,0.2642857142857224,3.7535714285714255,1.850000000000057,3,0,0,0
2025-03-08,Kota Bharu,26.53,89.03,2.96,1.7199999999999906,0.7528571428571509,3.874999999999998,5.270000000000056,3,0,0,0
2025-03-09,Kota Bharu,27.17,84.86,3.93,2.3066666666666573,1.0028571428571509,2.8078571428571406,7.020000000000056,3,0,0,0
2025-03-10,Kota Bharu,26.94,85.92,3.71,2.223333333333324,1.1885714285714368,1.6364285714285691,8.320000000000057,3,0,0,0
2025-03-11,Kota Bharu,27.34,85.91,2.91,1.3366666666666571,1.3171428571428654,1.0085714285714265,9.220000000000056,3,0,0,0
2025-03-12,Kota Bharu,26.78,89.03,1.74,1.846666666666657,1.7857142857142938,1.0864285714285693,12.500000000000057,3,0,0,0
2025-03-13,Kota Bharu,27.04,87.28,2.24,2.8599999999999905,2.4000000000000083,1.2807142857142837,16.800000000000058,3,0,0,0
2025-03-14,Kota Bharu,26.93,87.12,2.17,2.7699999999999907,2.270000000000008,1.267142857142855,15.890000000000056,3,0,0,0
2025-03-15,Kota Bharu,26.71,89.86,2.14,2.0099999999999905,1.910000000000008,1.3314285714285692,13.370000000000056,3,0,0,0
2025-03-16,Kota Bharu,27.0,83.08,1.78,0.5933333333333238,1.665714285714294,1.3342857142857123,11.660000000000055,3,0,0,0
2025-03-17,Kota Bharu,26.61,84.36,2.24,0.4733333333333238,1.5200000000000082,1.354285714285712,10.640000000000056,3,0,0,0
2025-03-18,Kota Bharu,27.07,84.17,2.98,0.8799999999999905,1.7142857142857224,1.5157142857142836,12.000000000000057,3,0,0,0
2025-03-19,Kota Bharu,26.92,85.14,3.6,1.6933333333333238,1.600000000000008,1.6928571428571406,11.200000000000056,3,0,0,0
2025-03-20,Kota Bharu,26.5,84.86,3.54,3.356666666666657,1.7328571428571509,2.066428571428569,12.130000000000056,3,0,0,0
2025-03-21,Kota Bharu,26.52,84.78,3.5,3.426666666666657,1.995714285714293,2.1328571428571403,13.970000000000056,3,0,0,0
2025-03-22,Kota Bharu,26.81,86.64,3.63,3.193333333333324,2.107142857142865,2.0085714285714262,14.750000000000057,3,0,0,0
2025-03-23,Kota Bharu,26.88,86.53,3.22,1.8399999999999903,2.2671428571428653,1.966428571428569,15.870000000000056,3,0,0,0
2025-03-24,Kota Bharu,26.83,85.38,2.33,1.1199999999999906,2.2728571428571507,1.896428571428569,15.910000000000055,3,0,0,0
2025-03-25,Kota Bharu,26.83,81.98,1.82,0.5233333333333239,1.9542857142857224,1.834285714285712,13.680000000000057,3,0,0,0
2025-03-26,Kota Bharu,27.25,82.37,1.88,0.2666666666666572,1.655714285714294,1.6278571428571404,11.590000000000057,3,0,0,0
2025-03-27,Kota Bharu,27.02,82.03,1.84,0.4933333333333238,1.0457142857142938,1.389285714285712,7.320000000000057,3,0,0,0
2025-03-28,Kota Bharu,27.6,83.17,1.93,0.8833333333333239,0.8642857142857224,1.4299999999999975,6.050000000000057,3,0,0,0
2025-03-29,Kota Bharu,27.66,81.45,1.98,0.9499999999999904,0.6942857142857225,1.4007142857142834,4.860000000000057,3,0,0,0
2025-03-30,Kota Bharu,27.1,82.18,2.31,0.7199999999999905,0.5657142857142938,1.416428571428569,3.960000000000057,3,0,0,0
2025-03-31,Kota Bharu,27.26,80.49,1.8,0.4266666666666572,0.5671428571428653,1.4199999999999977,3.970000000000057,3,0,0,0
2025-04-01,Kota Bharu,27.96,81.58,2.18,7.126666666666657,3.524285714285722,2.739285714285712,24.67000000000005,4,0,0,0
2025-04-02,Kota Bharu,26.38,88.75,2.51,21.04999999999999,9.472857142857151,5.564285714285711,66.31000000000006,4,0,0,0
2025-04-03,Kota Bharu,27.25,84.01,2.36,29.79333333333332,13.12428571428572,7.084999999999998,91.87000000000003,4,0,0,0
2025-04-04,Kota Bharu,26.41,89.8,2.33,30.67333333333332,16.29142857142858,8.57785714285714,114.04000000000003,4,0,0,0
2025-04-05,Kota Bharu,27.04,87.5,1.93,19.193333333333324,17.29142857142858,8.99285714285714,121.04000000000003,4,0,0,0
2025-04-06,Kota Bharu,27.13,86.68,2.35,10.759999999999993,17.427142857142865,8.99642857142857,121.99000000000004,4,0,0,0
2025-04-07,Kota Bharu,27.23,85.29,2.84,3.5766666666666573,17.64142857142858,9.104285714285712,123.49000000000004,4,0,0,0
2025-04-08,Kota Bharu,26.98,87.78,2.46,3.8899999999999912,15.904285714285722,9.714285714285712,111.33000000000006,4,0,0,0
2025-04-09,Kota Bharu,27.56,83.95,2.01,5.193333333333324,10.63142857142858,10.052142857142854,74.42000000000006,4,0,0,0
2025-04-10,Kota Bharu,26.73,89.47,1.49,6.786666666666657,7.78142857142858,10.45285714285714,54.47000000000006,4,0,0,0
2025-04-11,Kota Bharu,28.52,78.56,1.1,7.406666666666656,5.932857142857151,11.112142857142857,41.53000000000006,4,0,0,0
2025-04-12,Kota Bharu,28.01,84.3,2.04,5.913333333333323,4.940000000000008,11.115714285714285,34.580000000000055,4,0,0,0
2025-04-13,Kota Bharu,28.41,80.49,1.67,3.873333333333324,4.830000000000008,11.128571428571428,33.81000000000006,4,0,0,0
2025-04-14,Kota Bharu,28.13,82.5,2.35,1.4366666666666577,5.015714285714294,11.328571428571426,35.110000000000056,4,0,0,0
2025-04-15,Kota Bharu,27.87,84.4,1.92,3.866666666666658,4.930000000000009,10.417142857142853,34.51000000000006,4,0,0,0
2025-04-16,Kota Bharu,26.99,86.25,2.16,9.57666666666666,6.708571428571437,8.669999999999998,46.96000000000006,4,0,0,0
2025-04-17,Kota Bharu,28.13,77.96,1.51,10.403333333333324,6.565714285714294,7.173571428571426,45.96000000000006,4,0,0,0
2025-04-18,Kota Bharu,28.55,79.21,1.56,8.593333333333325,5.438571428571436,5.685714285714283,38.07000000000005,4,0,0,0
2025-04-19,Kota Bharu,28.63,78.72,1.83,2.953333333333324,5.440000000000008,5.189999999999998,38.080000000000055,4,0,0,0
2025-04-20,Kota Bharu,28.56,79.12,1.96,1.1366666666666572,5.392857142857151,5.111428571428569,37.75000000000006,4,0,0,0
2025-04-21,Kota Bharu,28.17,83.28,2.28,0.7866666666666572,5.160000000000009,5.087857142857141,36.12000000000006,4,0,0,0
2025-04-22,Kota Bharu,27.65,83.76,2.48,1.3933333333333238,4.380000000000008,4.654999999999999,30.660000000000057,4,0,0,0
2025-04-23,Kota Bharu,28.25,80.14,1.8,2.863333333333324,2.5157142857142936,4.612142857142855,17.610000000000056,4,0,0,0
2025-04-24,Kota Bharu,28.48,80.94,1.63,4.023333333333324,2.4257142857142937,4.495714285714284,16.980000000000057,4,0,0,0
2025-04-25,Kota Bharu,29.02,80.09,1.92,4.203333333333324,2.498571428571437,3.968571428571426,17.49000000000006,4,0,0,0
2025-04-26,Kota Bharu,28.71,83.65,2.72,3.743333333333324,2.8542857142857225,4.147142857142855,19.980000000000057,4,0,0,0
2025-04-27,Kota Bharu,28.07,86.07,2.44,2.45999999999999,2.992857142857152,4.192857142857141,20.95000000000006,4,0,0,0
2025-04-28,Kota Bharu,28.47,80.51,2.01,1.4999999999999905,2.8042857142857227,3.982142857142855,19.63000000000006,4,0,0,0
2025-04-29,Kota Bharu,28.83,76.17,1.78,0.4566666666666572,2.452857142857152,3.416428571428569,17.17000000000006,4,0,0,0
2025-04-30,Kota Bharu,28.99,75.03,1.46,0.1099999999999905,1.8128571428571512,2.1642857142857124,12.690000000000058,4,0,0,0
2025-05-01,Kota Bharu,28.59,77.6,1.52,0.9133333333333238,1.4714285714285795,1.9485714285714264,10.300000000000058,5,0,0,0
2025-05-02,Kota Bharu,28.5,76.87,1.52,1.9466666666666568,1.4857142857142935,1.9921428571428552,10.400000000000055,5,0,0,0
2025-05-03,Kota Bharu,27.81,85.71,1.71,6.616666666666657,3.044285714285723,2.949285714285712,21.31000000000006,5,0,0,0
2025-05-04,Kota Bharu,28.32,80.1,1.17,13.426666666666655,6.17142857142858,4.582142857142856,43.20000000000006,5,0,0,0
2025-05-05,Kota Bharu,28.25,81.99,1.4,13.176666666666655,6.490000000000008,4.647142857142855,45.43000000000006,5,0,0,0
2025-05-06,Kota Bharu,29.02,79.56,1.28,9.61999999999999,6.97142857142858,4.712142857142855,48.80000000000005,5,0,0,0
2025-05-07,Kota Bharu,29.55,77.07,1.3,2.806666666666656,7.327142857142865,4.569999999999999,51.290000000000056,5,0,0,0
2025-05-08,Kota Bharu,29.33,79.54,1.22,10.75999999999999,10.710000000000008,6.090714285714284,74.97000000000006,5,0,0,0
2025-05-09,Kota Bharu,29.43,78.33,1.5,10.076666666666656,10.455714285714294,5.970714285714284,73.19000000000005,5,0,0,0
2025-05-10,Kota Bharu,29.41,79.7,1.5,12.586666666666654,9.885714285714297,6.464999999999997,69.20000000000006,5,0,0,0
2025-05-11,Kota Bharu,29.17,81.75,2.08,5.333333333333322,7.24142857142858,6.706428571428569,50.69000000000006,5,0,0,0
2025-05-12,Kota Bharu,29.74,74.7,1.12,5.769999999999989,7.281428571428579,6.885714285714284,50.970000000000056,5,0,0,0
2025-05-13,Kota Bharu,28.61,85.06,1.94,3.606666666666656,7.308571428571436,7.139999999999999,51.16000000000005,5,0,0,0
2025-05-14,Kota Bharu,29.23,83.4,2.23,2.4566666666666555,7.09142857142858,7.209285714285713,49.64000000000006,5,0,0,0
2025-05-15,Kota Bharu,28.61,86.13,1.94,1.9766666666666552,3.517142857142865,7.113571428571427,24.62000000000005,5,0,0,0
2025-05-16,Kota Bharu,28.72,83.73,1.86,2.459999999999989,4.0442857142857225,7.249999999999998,28.310000000000056,5,0,0,0
2025-05-17,Kota Bharu,28.76,85.02,2.19,3.3099999999999885,3.1157142857142937,6.500714285714283,21.810000000000056,5,0,0,0
2025-05-18,Kota Bharu,28.55,84.6,1.98,3.3999999999999893,2.6885714285714366,4.964999999999998,18.820000000000057,5,0,0,0
2025-05-19,Kota Bharu,29.01,79.19,1.5,2.033333333333322,2.442857142857151,4.862142857142856,17.10000000000006,5,0,0,0
