DATE,City,Temperature_C,Humidity_pct,Wind_Speed_ms,Rainfall_3day,Rainfall_7day,Rainfall_14day,Rainfall_cumsum7,Month,Is_Monsoon,Flood,Flash_Flood
2010-02-09,Johor Bahru,26.89,88.31,2.61,3.5433333333333334,1.5942857142857143,1.0621428571428573,11.16,2,0,0,0
2010-02-10,Johor Bahru,27.23,85.82,2.52,1.7299999999999998,2.1599999999999997,1.2535714285714286,15.12,2,0,0,0
2010-02-11,Johor Bahru,27.19,84.26,2.81,2.09,2.314285714285714,1.1985714285714286,16.2,2,0,0,0
2010-02-12,Johor Bahru,27.0,83.36,2.93,1.7366666666666664,2.2742857142857145,1.179285714285714,15.92,2,0,0,0
2010-02-13,Johor Bahru,27.24,84.05,3.16,0.39666666666666667,2.262857142857143,1.1721428571428572,15.84,2,0,0,0
2010-02-14,Johor Bahru,27.19,82.41,2.94,0.0033333333333333335,0.9114285714285713,1.1692857142857143,6.379999999999999,2,0,0,0
2010-02-15,Johor Bahru,26.93,83.17,2.89,0.0,0.897142857142857,1.1692857142857143,6.279999999999999,2,0,0,0
2010-02-16,Johor Bahru,26.98,84.03,2.93,2.0500000000000003,1.6228571428571428,1.6085714285714288,11.36,2,0,0,0
2010-02-17,Johor Bahru,27.31,85.97,2.77,2.876666666666667,1.4028571428571428,1.7814285714285714,9.82,2,0,0,0
2010-02-18,Johor Bahru,27.07,84.43,3.54,3.49,1.497142857142857,1.9057142857142857,10.48,2,0,0,0
2010-02-19,Johor Bahru,27.15,79.85,2.39,1.4966666666666668,1.52,1.897142857142857,10.64,2,0,0,0
2010-02-20,Johor Bahru,26.51,85.33,2.55,0.6766666666666667,1.522857142857143,1.8928571428571428,10.66,2,0,0,0
2010-02-21,Johor Bahru,27.18,83.42,2.26,0.79,1.8342857142857143,1.3728571428571428,12.84,2,0,0,0
2010-02-22,Johor Bahru,27.41,81.83,2.32,0.786666666666667,1.8571428571428572,1.377142857142857,13.0,2,0,0,0
2010-02-23,Johor Bahru,27.76,80.59,1.27,0.806666666666667,0.9900000000000001,1.3064285714285713,6.930000000000001,2,0,0,0
2010-02-24,Johor Bahru,27.77,82.22,1.52,0.26666666666666683,0.7157142857142859,1.0592857142857144,5.010000000000001,2,0,0,0
2010-02-25,Johor Bahru,27.53,83.8,1.85,0.49000000000000016,0.5714285714285714,1.0342857142857143,4.0,2,0,0,0
2010-02-26,Johor Bahru,27.69,82.14,2.16,0.5366666666666667,0.5785714285714285,1.0492857142857144,4.05,2,0,0,0
2010-02-27,Johor Bahru,27.87,80.79,1.46,0.35666666666666674,0.5785714285714286,1.0507142857142857,4.050000000000001,2,0,0,0
2010-02-28,Johor Bahru,28.23,79.58,1.74,0.08000000000000014,0.2671428571428572,1.0507142857142857,1.87,2,0,0,0
